订单ID,商品名称,销售额,下单日期,城市
1633,手机,497.13,2025-09-24,广州
1634,手机,1178.90,2025-09-25,深圳
1635,耳机,3447.97,2025-09-26,深圳
1636,耳机,473.04,2025-09-27,深圳
1637,手机,4270.91,2025-09-28,北京
1638,卫衣,2526.22,2025-09-29,北京
1639,耳机,2454.87,2025-09-30,上海
1640,水杯,3002.80,2025-10-01,广州
1641,耳机,4140.94,2025-10-02,上海
1642,耳机,1804.27,2025-10-03,广州
1643,水杯,3422.28,2025-10-04,北京
1644,手机,2872.09,2025-10-05,深圳
1645,水杯,1408.44,2025-10-06,上海
1646,手机,4405.29,2025-10-07,深圳
1647,手机,4007.39,2025-10-08,上海
1648,手机,3326.41,2025-10-09,北京
1649,水杯,4267.85,2025-10-10,北京
1650,手机,4349.74,2025-10-11,北京
1651,卫衣,3570.98,2025-10-12,上海
1652,水杯,4201.37,2025-10-13,广州
1653,卫衣,3517.61,2025-10-14,上海
1654,手机,3432.69,2025-10-15,广州
1655,耳机,3131.20,2025-10-16,上海
1656,手机,3788.31,2025-10-17,上海
1657,卫衣,877.17,2025-10-18,北京
1658,卫衣,4416.27,2025-10-19,深圳
1659,水杯,4372.03,2025-10-20,深圳
1660,耳机,243.31,2025-10-21,广州
1661,水杯,4146.50,2025-10-22,深圳
1662,卫衣,731.46,2025-10-23,上海
1663,手机,1742.08,2025-10-24,上海
1664,耳机,3743.19,2025-10-25,北京
1665,手机,887.72,2025-10-26,北京
1666,手机,4108.04,2025-10-27,深圳
1667,耳机,4177.46,2025-10-28,广州
1668,水杯,2586.59,2025-10-29,深圳
1669,手机,131.29,2025-10-30,深圳
1670,卫衣,1506.49,2025-10-31,深圳
1671,手机,3122.94,2025-11-01,深圳
1672,耳机,4907.81,2025-11-02,上海
1673,耳机,3195.89,2025-11-03,广州
1674,耳机,1373.04,2025-11-04,上海
1675,水杯,3206.63,2025-11-05,广州
1676,手机,2745.93,2025-11-06,北京
1677,水杯,3921.24,2025-11-07,深圳
1678,水杯,624.21,2025-11-08,上海
1679,耳机,3829.04,2025-11-09,广州
1680,耳机,2752.21,2025-11-10,北京
1681,水杯,4818.66,2025-11-11,北京
1682,手机,1775.17,2025-11-12,深圳
1683,卫衣,3199.85,2025-11-13,广州
1684,水杯,4666.94,2025-11-14,上海
1685,手机,602.30,2025-11-15,深圳
1686,耳机,4692.42,2025-11-16,上海
1687,耳机,3470.64,2025-11-17,北京
1688,手机,432.40,2025-11-18,上海
1689,卫衣,1574.72,2025-11-19,上海
1690,耳机,3570.04,2025-11-20,深圳
1691,耳机,430.02,2025-11-21,上海
1692,耳机,2952.64,2025-11-22,深圳
1693,手机,1794.83,2025-11-23,北京
1694,水杯,3142.49,2025-11-24,深圳
1695,耳机,324.14,2025-11-25,深圳
1696,水杯,4370.53,2025-11-26,广州
1697,卫衣,4870.10,2025-11-27,上海
1698,耳机,4847.50,2025-11-28,北京
1699,耳机,3773.29,2025-11-29,深圳
1700,卫衣,737.42,2025-11-30,北京
1701,耳机,3815.49,2025-12-01,广州
1702,水杯,220.48,2025-12-02,上海
1703,手机,208.41,2025-12-03,深圳
1704,水杯,1685.69,2025-12-04,上海
1705,手机,2494.35,2025-12-05,广州
1706,手机,3875.00,2025-12-06,广州
1707,水杯,3448.15,2025-12-07,北京
1708,水杯,2284.92,2025-12-08,深圳
1709,水杯,1440.77,2025-12-09,北京
1710,水杯,4985.91,2025-12-10,广州
1711,卫衣,2188.29,2025-12-11,上海
1712,耳机,2311.80,2025-12-12,北京
1713,手机,901.76,2025-12-13,北京
1714,水杯,3994.57,2025-12-14,上海
1715,水杯,3499.04,2025-12-15,北京
1716,水杯,1181.77,2025-12-16,上海
1717,卫衣,503.67,2025-12-17,深圳
1718,水杯,3434.45,2025-12-18,上海
1719,水杯,3307.10,2025-12-19,深圳
1720,水杯,1438.97,2025-12-20,上海
1721,耳机,4759.23,2025-12-21,广州
1722,卫衣,840.18,2025-12-22,广州
1723,水杯,2218.44,2025-12-23,深圳
1724,手机,4723.72,2025-12-24,深圳
1725,手机,2156.66,2025-12-25,广州
1726,手机,3228.78,2025-12-26,深圳
1727,卫衣,2048.21,2025-12-27,上海
1728,卫衣,1443.65,2025-12-28,上海
1729,手机,4921.49,2025-12-29,广州
1730,水杯,2105.74,2025-12-30,北京
1731,卫衣,4481.09,2025-12-31,上海
1732,手机,1226.78,2026-01-01,深圳
1733,手机,1144.21,2026-01-02,北京
1734,水杯,252.56,2026-01-03,北京
1735,耳机,3293.17,2026-01-04,上海
1736,卫衣,1905.78,2026-01-05,上海
1737,水杯,4335.36,2026-01-06,北京
1738,手机,2418.73,2026-01-07,北京
1739,手机,4844.15,2026-01-08,广州
1740,水杯,1009.08,2026-01-09,深圳
1741,卫衣,4356.25,2026-01-10,广州
1742,耳机,3905.32,2026-01-11,上海
1743,耳机,3877.52,2026-01-12,广州
1744,手机,4239.44,2026-01-13,广州
1745,卫衣,3829.02,2026-01-14,广州
1746,耳机,3168.48,2026-01-15,广州
1747,卫衣,743.10,2026-01-16,深圳
1748,卫衣,259.38,2026-01-17,深圳
1749,手机,4612.15,2026-01-18,北京
1750,耳机,3121.59,2026-01-19,上海
1751,水杯,4003.03,2026-01-20,广州
1752,手机,2459.46,2026-01-21,北京
1753,耳机,674.81,2026-01-22,北京
1754,耳机,713.41,2026-01-23,北京
1755,耳机,3459.27,2026-01-24,深圳
1756,耳机,2208.50,2026-01-25,广州
1757,耳机,1082.57,2026-01-26,广州
1758,卫衣,2508.81,2026-01-27,上海
1759,手机,414.62,2026-01-28,广州
1760,卫衣,2951.66,2026-01-29,广州
1761,水杯,1418.07,2026-01-30,北京
1762,耳机,4008.04,2026-01-31,上海
1763,手机,1620.77,2026-02-01,广州
1764,耳机,2330.58,2026-02-02,深圳
1765,手机,156.94,2026-02-03,广州
1766,卫衣,454.99,2026-02-04,北京
1767,手机,2023.22,2026-02-05,深圳
1768,水杯,2451.70,2026-02-06,北京
1769,水杯,3040.10,2026-02-07,广州
1770,手机,1529.15,2026-02-08,深圳
1771,手机,3505.41,2026-02-09,上海
1772,手机,4314.60,2026-02-10,上海
1773,手机,3921.27,2026-02-11,深圳
1774,水杯,294.13,2026-02-12,深圳
1775,耳机,2454.48,2026-02-13,北京
1776,手机,614.16,2026-02-14,深圳
1777,手机,1286.02,2026-02-15,北京
1778,水杯,4934.65,2026-02-16,广州
1779,水杯,798.23,2026-02-17,北京
1780,卫衣,2544.55,2026-02-18,深圳
1781,手机,3128.96,2026-02-19,深圳
1782,卫衣,3542.08,2026-02-20,广州
1783,水杯,2842.28,2026-02-21,深圳
1784,水杯,147.88,2026-02-22,深圳
1785,耳机,1699.66,2026-02-23,上海
1786,手机,2636.79,2026-02-24,上海
1787,卫衣,530.55,2026-02-25,广州
1788,水杯,1818.07,2026-02-26,北京
1789,水杯,262.70,2026-02-27,上海
1790,卫衣,485.03,2026-02-28,北京
1791,耳机,2044.92,2026-03-01,深圳
1792,水杯,750.31,2026-03-02,上海
1793,手机,2880.95,2026-03-03,广州
1794,水杯,3478.38,2026-03-04,广州
1795,手机,4022.87,2026-03-05,广州
1796,卫衣,1080.74,2026-03-06,上海
1797,手机,920.66,2026-03-07,北京
1798,卫衣,612.38,2026-03-08,深圳
1799,手机,3218.51,2026-03-09,北京
1800,卫衣,3561.73,2026-03-10,北京
1801,手机,254.77,2026-03-11,深圳
1802,耳机,4687.44,2026-03-12,深圳
1803,手机,354.66,2026-03-13,上海
1804,手机,2752.35,2026-03-14,上海
1805,耳机,3574.40,2026-03-15,上海
1806,水杯,4367.75,2026-03-16,上海
1807,水杯,3599.03,2026-03-17,上海
1808,手机,4028.47,2026-03-18,深圳
1809,耳机,1763.31,2026-03-19,北京
1810,手机,4092.64,2026-03-20,上海
1811,卫衣,492.56,2026-03-21,上海
1812,卫衣,4484.60,2026-03-22,北京
1813,手机,2783.20,2026-03-23,上海
1814,水杯,4104.76,2026-03-24,北京
1815,水杯,2316.36,2026-03-25,北京
1816,手机,3253.53,2026-03-26,深圳
1817,手机,2679.37,2026-03-27,广州
1818,卫衣,3684.79,2026-03-28,深圳
1819,水杯,499.99,2026-03-29,广州
1820,手机,395.73,2026-03-30,广州
1821,卫衣,1310.81,2026-03-31,广州
1822,水杯,881.77,2026-04-01,上海
1823,耳机,4371.74,2026-04-02,深圳
1824,卫衣,1174.15,2026-04-03,广州
1825,水杯,4881.74,2026-04-04,北京
1826,水杯,1750.79,2026-04-05,上海
1827,卫衣,992.38,2026-04-06,深圳
1828,耳机,3969.52,2026-04-07,广州
1829,卫衣,3327.67,2026-04-08,北京
1830,水杯,2541.16,2026-04-09,深圳
1831,手机,2821.28,2026-04-10,深圳
1832,手机,3624.09,2026-04-11,上海
1833,卫衣,1219.43,2026-04-12,深圳
1834,水杯,4982.04,2026-04-13,上海
1835,手机,4876.49,2026-04-14,广州
1836,水杯,3286.60,2026-04-15,上海
1837,卫衣,1077.76,2026-04-16,北京
1838,手机,3433.12,2026-04-17,上海
1839,水杯,453.77,2026-04-18,北京
1840,手机,250.20,2026-04-19,上海
1841,卫衣,1362.65,2026-04-20,深圳
1842,水杯,2366.85,2026-04-21,广州
1843,手机,4354.54,2026-04-22,北京
1844,卫衣,3663.13,2026-04-23,上海
1845,手机,3739.26,2026-04-24,上海
1846,手机,2184.92,2026-04-25,上海
1847,耳机,1795.08,2026-04-26,深圳
1848,耳机,1918.09,2026-04-27,深圳
1849,卫衣,4939.48,2026-04-28,北京
1850,耳机,296.54,2026-04-29,北京
1851,卫衣,4348.45,2026-04-30,深圳
1852,耳机,2935.51,2026-05-01,北京
1853,手机,2249.22,2026-05-02,广州
1854,卫衣,3653.76,2026-05-03,广州
1855,卫衣,2484.68,2026-05-04,深圳
1856,手机,4379.77,2026-05-05,北京
1857,卫衣,4513.44,2026-05-06,上海
1858,卫衣,2166.43,2026-05-07,广州
1859,耳机,1456.46,2026-05-08,深圳
1860,卫衣,3002.52,2026-05-09,北京
1861,水杯,4570.58,2026-05-10,深圳
1862,手机,1132.24,2026-05-11,上海
1863,耳机,3152.54,2026-05-12,广州
1864,耳机,3194.65,2026-05-13,深圳
1865,水杯,3692.25,2026-05-14,深圳
1866,手机,744.68,2026-05-15,深圳
1867,手机,3607.54,2026-05-16,上海
1868,耳机,4554.26,2026-05-17,深圳
1869,卫衣,980.45,2026-05-18,上海
1870,耳机,1263.96,2026-05-19,上海
1871,手机,4859.84,2026-05-20,上海
1872,水杯,986.79,2026-05-21,广州
1873,耳机,4286.49,2026-05-22,广州
1874,手机,2512.16,2026-05-23,深圳
1875,耳机,1311.43,2026-05-24,深圳
1876,卫衣,4366.67,2026-05-25,广州
1877,耳机,2282.00,2026-05-26,北京
1878,耳机,2622.61,2026-05-27,广州
1879,手机,1860.24,2026-05-28,上海
1880,手机,3005.46,2026-05-29,广州
1881,手机,901.27,2026-05-30,上海
1882,耳机,2016.30,2026-05-31,深圳
1883,卫衣,4850.12,2026-06-01,北京
1884,水杯,1364.85,2026-06-02,深圳
1885,水杯,3318.01,2026-06-03,上海
1886,手机,1693.43,2026-06-04,上海
1887,手机,3890.02,2026-06-05,上海
1888,耳机,741.28,2026-06-06,北京
1889,水杯,4852.12,2026-06-07,广州
1890,手机,2323.57,2026-06-08,深圳
1891,卫衣,1256.65,2026-06-09,深圳
1892,卫衣,460.13,2026-06-10,广州
1893,手机,931.81,2026-06-11,深圳
1894,手机,2646.89,2026-06-12,北京
1895,水杯,1751.32,2026-06-13,深圳
1896,水杯,4161.53,2026-06-14,上海
1897,耳机,2211.35,2026-06-15,广州
1898,水杯,1318.70,2026-06-16,北京
1899,卫衣,3124.01,2026-06-17,广州
1900,卫衣,3563.21,2026-06-18,北京
1901,手机,918.51,2026-06-19,上海
1902,水杯,921.33,2026-06-20,广州
1903,耳机,279.69,2026-06-21,深圳
1904,卫衣,3708.37,2026-06-22,北京
1905,卫衣,3352.64,2026-06-23,广州
1906,耳机,2425.69,2026-06-24,深圳
1907,耳机,4236.44,2026-06-25,广州
1908,卫衣,4047.78,2026-06-26,广州
1909,卫衣,2968.24,2026-06-27,广州
1910,耳机,4354.53,2026-06-28,北京
1911,卫衣,1108.62,2026-06-29,深圳
1912,手机,648.41,2026-06-30,上海
1913,手机,1421.77,2026-07-01,北京
1914,耳机,379.73,2026-07-02,北京
1915,水杯,2702.73,2026-07-03,北京
1916,耳机,4689.37,2026-07-04,上海
1917,耳机,292.78,2026-07-05,深圳
1918,水杯,698.34,2026-07-06,深圳
1919,水杯,2315.78,2026-07-07,深圳
1920,水杯,4675.99,2026-07-08,广州
1921,手机,1649.16,2026-07-09,广州
1922,卫衣,2585.45,2026-07-10,广州
1923,手机,303.71,2026-07-11,上海
1924,卫衣,826.88,2026-07-12,广州
1925,手机,4934.49,2026-07-13,上海
1926,卫衣,4829.08,2026-07-14,深圳
1927,手机,124.21,2026-07-15,广州
1928,水杯,4763.88,2026-07-16,广州
1929,耳机,3231.69,2026-07-17,北京
1930,手机,4352.80,2026-07-18,上海
1931,卫衣,2328.23,2026-07-19,深圳
1932,水杯,2626.42,2026-07-20,北京
1933,手机,2495.35,2026-07-21,北京
1934,手机,3367.63,2026-07-22,深圳
1935,水杯,784.29,2026-07-23,北京
1936,手机,246.87,2026-07-24,上海
1937,耳机,1608.86,2026-07-25,上海
1938,手机,3552.94,2026-07-26,广州
1939,耳机,1089.08,2026-07-27,北京
1940,耳机,3399.82,2026-07-28,广州
1941,水杯,4852.57,2026-07-29,北京
1942,手机,560.11,2026-07-30,上海
1943,水杯,3395.75,2026-07-31,上海
1944,手机,2274.38,2026-08-01,上海
1945,手机,4353.90,2026-08-02,北京
1946,卫衣,968.03,2026-08-03,上海
1947,手机,3493.87,2026-08-04,北京
1948,水杯,4206.76,2026-08-05,广州
1949,耳机,4728.61,2026-08-06,北京
1950,手机,3447.92,2026-08-07,广州
1951,卫衣,2536.16,2026-08-08,北京
1952,水杯,3127.45,2026-08-09,广州
1953,手机,4357.63,2026-08-10,上海
1954,水杯,2895.99,2026-08-11,广州
1955,卫衣,248.90,2026-08-12,上海
1956,卫衣,4661.65,2026-08-13,上海
1957,水杯,3478.68,2026-08-14,广州
1958,手机,3414.92,2026-08-15,北京
1959,耳机,1156.81,2026-08-16,北京
1960,卫衣,3328.54,2026-08-17,深圳
1961,手机,2029.94,2026-08-18,北京
1962,手机,3291.04,2026-08-19,深圳
1963,耳机,622.31,2026-08-20,北京
1964,卫衣,3323.44,2026-08-21,北京
1965,卫衣,4997.13,2026-08-22,上海
1966,手机,336.24,2026-08-23,深圳
1967,手机,4888.15,2026-08-24,北京
1968,耳机,2093.85,2026-08-25,深圳
1969,耳机,4366.69,2026-08-26,上海
1970,卫衣,3933.69,2026-08-27,上海
1971,水杯,2878.38,2026-08-28,深圳
1972,卫衣,3718.40,2026-08-29,上海
1973,手机,4404.73,2026-08-30,广州
1974,卫衣,2080.29,2026-08-31,广州
1975,水杯,1702.46,2026-09-01,上海
1976,耳机,3371.21,2026-09-02,广州
1977,水杯,4058.45,2026-09-03,北京
1978,水杯,3835.20,2026-09-04,深圳
1979,水杯,4009.29,2026-09-05,北京
1980,耳机,2234.36,2026-09-06,深圳
1981,水杯,4107.39,2026-09-07,上海
1982,水杯,689.02,2026-09-08,北京
1983,水杯,2768.00,2026-09-09,上海
1984,手机,128.22,2026-09-10,上海
1985,水杯,1690.47,2026-09-11,深圳
1986,耳机,1895.66,2026-09-12,深圳
1987,水杯,2041.25,2026-09-13,深圳
1988,水杯,3507.79,2026-09-14,北京
1989,耳机,2003.93,2026-09-15,广州
1990,水杯,2298.60,2026-09-16,深圳
1991,耳机,1263.97,2026-09-17,深圳
1992,水杯,1928.93,2026-09-18,北京
1993,耳机,1213.62,2026-09-19,深圳
1994,水杯,458.66,2026-09-20,北京
1995,水杯,3056.90,2026-09-21,上海
1996,手机,3374.24,2026-09-22,深圳
1997,手机,3135.50,2026-09-23,深圳
1998,水杯,2371.12,2026-09-24,上海
1999,水杯,1960.95,2026-09-25,上海
2000,卫衣,4330.33,2026-09-26,上海
